Review
"설치하고 3시간 되었습니다.
소리가 많이 나는데요.
몇시간정도 더 지나야 소리가 덜 날까요?
소리가 고장난것처럼 나요ㅠ"
"냉각시스템 문의드립니다.
360도 파워쿨링이라고 설명되어있는데,
이게 직접냉각인가요 아니면 간접냉각 방식인가요?"
배송일 지정 가능한가요?
높이가 140인 곳에는 안들어가겠죠?
냉장고 들어갈 자리가 가로 960 높이 1840 인데 설치가능한가요?
실버인가요? 화이트인가요?
시리얼 번호를 입력하라고 카톡 알림이 왔는데 s / n 으로 된게 없어서요 앞 뒤 다 봤는데 어떤게 시리얼 번호에요?
"주소를 잘못넣어서 취소했더니 재구매가 안되네요
낼 꼭 구매를 해야되서요 방법이 없을까요?"
갑자기 냉장고뒤에서번쩍거리는데 정상인가요?
새 냉장고 받아서 안쪽 닦은후 사용해야하나요? 공장에서 출고할때 안쪽까지 깨끗하게 해서 바로 사용해도 된다는 말을 들어서...
"안녕하세요~!
도서지역도 설치가 되는지 궁금합니다!
인천 옹진군 연평도 입니다!"
"내일 도착 예정으로 주문했는데

내일 받아볼수있는거 맞을까요?"
소음은 얼마나 나오는지 궁금하네요 원룸이라 침대와의 거리가 그리 멀지않은데 ㅎㅎ
냉동실 사이즈 문의드립니다.
"음료수랑 물만 넣을려고 하는데

5단계로 맟춰야하나요 4단계로 맟춰서 사용해야하나요?"
"비슷한 크기의 냉장고가 설치 장소에 있는데, 철거 신청하고싶어요!"
"엘레베이터가 좀 작아요.
가로 77 cm인데 설치가능할까요 ?,"
"기존에 쓰던냉장고
무료수거 되나요
그리고 엘리베이터 없는4층
인데요 괜찮을까요?"
사다리차 불가한 엘베없는 5층인데 배송 가능한가요? 추가비용이 생기나요?
"사용설명서는 같이 안오나요?보증서나?
냉장고만 왓네요 그리고 뒷부분에 실리콘 조그만 마개 빼고 콘센트 꽂아야하나요?"
김치냉장고 코타화이트색상이랑 차이많이나나요??
구매해서 사용중인데요 오늘 우연히 냉장고 양옆을 만져봤는데 따뜻한게 정상인가요? 뜨겁다까진 아니지만 당황해서요. 기존에 집에 있는 엘지냉장고는 겉면에 열이 안나는데 이상해서 여쭙니다.
기존사용하던 일반용499리터 냉장고 폐가전수거 가능한가요
무상수거도해주시나여?
온도를 제일 낮게 해뒀는데도 냉장실은 안시원해지고 냉동실만 시원하네요 .. 음료 두시간 넣어뒀는데도 똑같아요 ..
"125만원대로 할인 할때 사려고 했는데 신한 카드 발급받느라 늦었습니다
혹시 재입고 날짜와 가격도 그때랑 똑같이 진행하시는지요?"
좌경첩되는 모델은 어떤게 있을까요? 문을 왼쪽방향으로 열려고합니다
냉장고 설치후 기존 냉장고 수거 해 주시나요?
"17년도4월에 주문하고 잘쓰고있는데요
요즘냉기가약해요 외그러는건지..
수리해야하면 어디로열락해야하나요..."
품절 언제풀릴까요?ㅠㅠ
2층에 올린건데 계단 초입 폭이 600이상 최대 620정도이긴 한데 박스 빼고 올릴 수 있을까요? 가로1000 세로 1500정도인 창문도 있긴 한데 사다리차가 가능할지 모르겠습니다
"메인사진은 2도어 냉장,냉동고 분리인데
중간설명 사진은 1도어 냉장고로 나와서요
어떤게 맞는지 문의 드립니다."
"안녕하세요..7월30일 구매했는데..아직 배송 문의가없네요.
언제쯤 되나요? 빠른답변 부탁드려요."
오른쪽 에서 열수도 있나요
실버말고 화이트 색상을 선택하니까 로켓배송설치 옵션이 사라지는데 왜그런가요?
오늘 주문했는데 설치 언제쯤 될까요?
주문 후 설치가 불가능할 경우 환불이 되나요?? 위약금 같은 게 있나요?
사려고하니 판매 완료네요. 재입고 언제 될까요??
"현관문의 폭이 완전 개방시 900mm인데 설치가 가능할까요 ?구매하였다가 취소을 했는데 현관문만 통과하면 되는데 사이즈가 현관문보다 크네요
냉장고 문짝을 분리하면 들어올수있는데 가능할까요?"
"도착해서 설치했는데, 문이 잘 안닫히고 자꾸 열리네요. 자새히 보니까 문아래쪽이 좀 더 튀어나온거 같네요. 이거 교환이나 환불은 귀찮아서 고쳐쓰면 좋을 것 같은데, 방법 대충이라도 알려주면 제가 직접 고쳐쓰거나 아니면 수리기사님 오시면 좋겠네요."
"주문했습니다
폐간전 냉장고 수거해 가시는거죠??"
냉장고 생산일자를 확인할수는 없나요? 제조는 21년인데 지금 주문제품은 23년이후인가요?
일시품절 상태인데 혹 재입고 예정인건지 여쭤봅니다
"글라스인가요
메탈인가요"
홈바있는제품일까요?
"기존냉장고 수거요청
비용 발생하는지"
배송비는 무료로 되어 있는데 설치비가 따로 드나요 ?
물건 재고 없나요? 품절 뜨는데...
상냉장 하냉동 제품으로 보이는데 혹시 하냉동 2칸중 1칸은 냉장으로 쓸수있나요?
냉장고가 고장나서 어제 급히 상품 구매했습니다. 오늘 유선 연락받았는데 10월11일 이전에 배송된다는 얘기인데 조속히 배송받을수 없을까요? 안된다면 좀더 빨리 받을수 있는 모델명을 알려주시기 바랍니다.
안녕하세요 해당제품 구매하면 배송설치까지 다 해주시는걸까요?
".상단 2개칸은 냉장실일거고, 하단 2개칸은 내동실은기요? 아니면 냉동 또는 냉장으로 조정 해서 사용할 수 있나요?

그리고 하단부에 냉장이 가능한 거라면 보통 김치통도 들어가나요?"
설치 가능한 장소의 가로폭 사이즈가 최소 몇 mm여야 문을 다 열 수 있을까요?
기존의 폐냉장고 수거도 같이 해주시나요
위의 냉장고를 구입하면 기존에 쓰던 689L짜리 양문형냉장고인데 무료로 폐가전 수거해주시나요?
아파트에도 배송이 가능하신가요?
2도어 인가요?
냉동냉장따로조절가능한가요
냉장고에 있는 가스통이 원래 찌그러져서 오는건가요?
"한달정도 사용함
지난달에는 2-3단계로 둬도 성애가 낄정도로 선선한 느낌이 돌았는데요
이번달부터는 3단계로 올렸어도 맨 위쪽이 미지근해서 반찬들이 너무 빨리 상하고 있어요. 위에서 3반째칸은 그나마 선선해요.

사자마자 기사님 오셨었을때 2단계로 두고 써도 된다했는데
어떤게 맞는건지 ㅜㅜ"
제가 마지막 구매자였네요... 이주일째 바람만 부는 냉장고인데 고민하다가 이 제품으로 구매합니다.. 최대한 빨리 잘 좀 부탁드립니다ㅎㅎ
부산사하구 입니다. 무료설치가능한가요?
"짐 부모님댁에 주문이요..
냉장고가 고친지 두어달정도 지났는데 또 고장나서 급하게 주문해요..
내일 꼭 배송부탁드려요.."
"보통 냉장고 설정을 몇단계로 해놔야 될까요?
자꾸 성에가 껴서 1단계로 내려봐도 상단 냉장고 안쪽벽에 얼음들ㅇ ㅣ 껴요"
"아래 질문 연장입니다.
그 구멍에서 물이 빠지면 어디로 가나요? 바닥에 물이 생기니요??"
"구매 했는데요
폐가전 수거 부탁드려요~"
제조일이 언제인가요?
안녕하세요 화면에 보이는것처럼 빨간색 부탁드려요
"집안으로 들어오는 입구가 제품의 크기에 비해서 좁습니다., 혹시 설치시에 냉장고 도어를 분리해서 집안으로 들여놓은 후에 설치장소에 설치할 때 냉장고 도어를 재조립하는 식으로 설치가 가능한가요?"
쓰던냉장고도 수거해가지요
쿠팡상품번호: 6658582240 - 15279061970
시리얼번호 확인 어디서 해야하나요?
