Review
"rh16ws 건조기 사용중인데 이 제품이랑 직렬로 쌓을 수 있나요?? 세탁실에 공간은 있는데 보통 쌓는게 가능한 모델인제 궁금합니다.

혹시 기사님이 확인 후 가능하다고 할 경우 안된다고 하면 구매 취소가 가능한건지도 궁금해요."
기존 쓰던거 수거도 가능하신가요??
4층인데 문이 적어서 사다리차 배송 필요한대 별도 비용이 필요한지요. 새로 설치하는 곳입니다
오후 6시이후 설치가능한가요?
"소음은 어느 정도인가요 ?
화장실에 두고 쓸려고 합니다
화장실이 좀 울리는 편이이라서요"
온수는 어떻게 사용하는건가요? 전에꺼는 보일러 틀면 뜨거운물 세탁이 됐는데 이건 안되는거 같아요
2시이전 구매사 다음날 설치가능한가요
언제쯤 배송이될까요....
"날짜는 지정했는데 입주청소 때문에 기사님 최대한 늦게 오셨으면 합니다.
어디에 문의 드리면되죠?"
빨래 양이 적어도 세탁기 통이 돌아가고 작동되나요?
해외에서 사용하려하는데 설치없이 배송받을수 있나요?
"폐가전 수거 가능하다고 하셔서 주문했는데요,
사용하던 세탁기를 수거하고, 그 자리에 설치하려고 합니다.
(이미 주문 완료 / 토요일 희망 배송)
그런데, 다른 문의글을 보니까, 세탁기 용량이 같거나, 그 이하만 가능하다고 하던데요, 제가 처분하려는 세탁기는 일반세탁기 14kg인데, 가능할까요?
수거가 불가능하면, 결제취소를 해야해서요!"
설치 시 필요 공간은 어느정도인가요 ? 제품 사이즈와 동일하다고 보면 될까요 ?
1월 11일 토요일 도착예정으로 되어 있습니다. 혹시 기준 쓰던 세탁기가 삼성_SEW-MP100 제품인데 수거 요청드려도 괜찮을까요?
엘베없는 3층인데 추가배송비가 있나요?
행굼최대횟수가 몇회인지요?
"상품

실외설치(아파트 지하 복도에 설치) 가능한가요?

배수로는 가정내로 연결되어 있습니다

기존 통돌이 10kg 짜리 고장나 사용하였던 자리에 그대로 설치하려고 합니다"
세탁기 측면 자석으로 되어있나요? 자석선반수납정리함 틈새로 부착할려는데 자석으로 붙는지 궁금해서요
"주문한지 일주일인대요
언제배송하나요?"
"혹시 배수관 입구 사이즈알수있을까요
녹이다가 찢져졌습니다 사이즈좀알고싶습니다"
"구매 후 벌써 서비스 두번받았는데도 해결이 안됩니다
동영상 첨부가 없어 말로 설명삽니다.
돌아갈때 옆,뒤 튀어나올듯이 그러는거가 정상적인건가요?
안에서 누가 주먹으로 치듯이 그럽니다
그러니 소리가 엄청 크겠죠 부품이 얇아져서 그런다는데
정확하게 조치가 이루어졌음좋겠습니다."
