content
"엔드그레인 도마 사용 관리법 문의요엔드그레인 도마를 사용할 때  1. 야채나 과일 등을 썰고 나서는 뜨거운 물에 헹구기만 해도 되나요? 평소 쓰는 주방세제+수세미로 닦아줘도 상관은 없는거죠?   2. 그리고 사용 전 도마에 물을 묻혀야한다는데 왜 그런지.. 사용후에는 마른 행주로 물기 닦아서 거치대에 올려 보관하면 되나요   3. 미네랄 오일 발라서 관리하라고 하는데, 이 오일은 인체에 무해한건가요   나무도마 어렵네요 ㅜㅜ"
플라스틱도마 말고 어떤 도마를 사용하면 좋을까요?지금 플라스틱 도마를 사용하고 있는데 색배임도 심하고 플라스틱도마는 미세플라스틱이 나와 몸에 좋지 않다는 것을 알았어요. 플라스틱도마 말고 어떤 도마를 사용하면 좋을까요?
도마에곰팡이생겼는데 어떻게해야하나요저는  나무도마를 쓰고 있는데요  나무 도마에 곰팡이가 생겨서 고민인데요 어떻게 화면은 될까요
항균 도마 추천 좀~여름철이라 곰곰히 생각하다가 도마부터 바꿔야겠더라구요 그래서 도마들도 종류가 많던데.. 항균 도마가 끌리네요 추천 좀 부탁드릴께요   
나무도마 추천 좀 ..!!!사용하기 편한 나무도마 추천 해주세요~~
느티나무 도마 관리법이 궁금해요느티나무 도마 구입을 하려고 알아보는데요 관리하는 방법을 알고 싶어요 괜찮은 제품도 추천 부탁드립니다
도마 빨간물도마 새 상품입니다  빨간물 왜 생기나요?
"캄포도마 위험하다고 하는데 정말 사용해도 괜찮나요?저희집은 아이가 있는 세식구인데, 캄포나무가 어린 아이들에게 위험하다는 이야기를 들었어요. 그런데, 캄포도마가 요즘 너무 좋다고 광고하던데 정말 위험한가요? 어떤말이 사실인가요? 나무도마를 사려고 캄포도마를 알아봤는데 위험하다는 말을 듣고 고민이네요."
엔드그레인도마 나무원가 얼마씩 하나요...엔드그레인도마 나무원가 얼마씩 하나요?  블랙 우드는 더 비싼가요?
어떤 나무도마가 좋을가요?대나무 도마는 너무 단단해서 안좋다고하고 편백나무 도마를 사용해봣는데 양끝에 얼마 안돼서 틈이생기면서 갈라졌어요. 红木라고 대흥안령 . 소흥안령쪽에 추운곳의 나무라해서 도마를 삿는데 검붉은색이고 조금 무거워요. 택배로 받아서 포장을 뜯으니 ..헉 마감처리를 안했는지 손바닥으로 만지니 가시가 손에 박힐정도 ㅠ 젤부드러운 사포를 사서 앞뒤를 다 밀고 다시 물로 헹궛는데 손가락끝에 바늘끝같은 나무가 살랑살랑 걸려요. 사포를 더 사다가 밀어야하는건지... 다시 사야되는지 모르겠어요. 어떤나무가 가정집에서 도마로 사용하기 젤 적합할가요? 설명과 조언 부탁 드립니다.
김치국물이 도마에 배는 이유왜 김치룩물이 도마에 배여서 자국이 남나요?? 그리고 어떻게 지우나요 빨리 부탁드려요 내공 100 겁니다!!!!!
"나무도마관리 어떻게 하나요?나무도마 세척할 때 세제로 세척하면 안 좋다는데, 나무 주방도구 세제를 사용해야 하나요? 아니면 식초로 세척해도 된다고 했던 것 같은데 어느 정도로 희석해서 써야 하나요?"
느티나무도마 구매 전 어떤걸 비교해봐야 할까요?나무도마 중에서 느티나무도마가 가장 좋다고 하던데 느티나무도마를 판매하는 사람이 좀 많은 것 같습니다.  어떤 것을 고려해서 느티나무 도마를 구매하면 좋을까요?  저희는 4살 아이가 있는 3인 식구입니다.
도로시 실리콘 도마가 어떤 것이죠?친환경 주방용품을 찾다보니 도로시 실리콘 도마가 검색이 되던데요..  실리콘 도마를 말하는건가요? 요즘 여러가지 친환경 주방용품으로 새로 바꿔 보려고 하는데.. 고민이 많네요~  도로시 실리콘 도마에 대해 알려주세요~
빵칼 쓸수있는 도마가 따로있나요?일반 나무도마를 쓰고있는데  빵 커팅할때도 나무도마를 쓰니  도마가 톱으로 썬것처럼 많이 파이네요..  빵칼전용 도마가 있을까요?  있으면 추천부탁드립니다.
플레이팅도마 따로사야될까요?플레이팅도마를 따로 사야할지 고민이에요 보통 플레이팅도마는 자투리 나무사용해서 내구성이 별로라고 들었거든요 이왕 사는김에 원목으로된 도마가 플레이팅도마 역할도 했으면 하는데 괜찮은 도마 있으면 공유해주세요~
이게 뭘까요? 도마인가요?도마같이 생겼고 오돌토돌 튀어나온 부분도 있어요 그리고 살짝 까끌까끌해요 도마인가요?
나무도마 갈라짐 사용 불가능한가요?나무도마 구입 후 한번도 사용 안하고 굵은 소금으로만 세척 해서 보관하고 있었느넫 사용하려고 보니깜 저렇게 갈라져 있어요 사용 못하는건가요.? 아직 사용한 적도 없는데 왜 저렇게 됐을까요..
"도마 추천해주세요. 스텐레스 도마, 실리콘 도마스텐레스 도마, 실리콘 도마 어느 것이 좋은가요?"
나무도마 사진좀 봐주세요선물받은 도마인데 곰팡이인가요?
"tpu 도마는 미세플라스틱이 없나요?tpu도마가 플라스틱으로 만들어진 도마라고 하는데, 도마를 사용하면 미세플라스틱이 나올까요?"
도마요급해용앤드그레인 도마 일주일도 안됬는데 이렇게 됬어여 곰팡이인가요? 베이킹소다랑 식초로 세척 한두번했는데 그것때문일까요?
TPU 도마 분리수거 방법 어떻게 되나요?최근에 TPU 재질의 도마를 구매해서 사용 중인데요. 이 도마는 분리수거를 어떻게 해야 하나요? 플라스틱과 유사한 재질인 것 같은데 재활용이 가능한지 알고 싶습니다. 그리고 TPU 도마의 수명이 다했을 때 어떻게 버려야 하는지 방법을 알려주세요.
이 도마를 왜 버려야 할까요?식재료에 묻은 세균은 가열하면 다 사라지니까 괜찮다는 사람의 도마입니다. 답변 캡처해서 도마 주인한테 보여줄 겁니다. 명확하고 성실한 답변 부탁드립니다.
트리쳐 도마의 재질은 주로 무엇으로 이루어져 있나요?트리쳐 도마에 대해 아래 내용이 궁금해요.  1. 트리쳐 도마의 재질은 주로 무엇으로 이루어져 있나요? 2. 트리쳐 도마의 세척 방법은 무엇인가요? 3. 트리쳐 도마의 제조국은 어디인가요?
이케아 나무 도마샀는데 인터넷보면 오...이케아 나무 도마샀는데 인터넷보면 오일바르고 그래야 된다는데 바로 스팸같은거 썰어도 되나요
영화 도마 안중근<도마 안중근> 서세원감독 영화는 어디서 볼수있죠?
냉부 도마 찾고 있는데요이번에 도마를 좋은거 사용해보고 싶어서  넷플에서 본 냉부 도마 구입하려고 합니다 어디서 구입할 수 있나요?
이 도마 제품 알려주실 분?이렇게 바닥에 붙지않는 도마가 사고싶은데 제품 어디껀지 아시는분 계실까요?ㅠㅠ
나무도마 곰팡이곰팡이 같은데 맞나요? 아니면 그냥 착색일까요 인터넷에서 본건데 나무 식기들은 조심해야 한다고 하더라구요 아플라독식인가? 암을 유발한다고 쓴지 5년은 진작 넘은거 같아요 10년 다 되가나 바꿔야할지랑 바꿔야한다면 도마 추천 부탁드려요!! 나무로 되지않은걸로요
"아기이유식도마는 어떤 도마를 사용해야 하나요?아기 이유식 도마를 따로 사용해야 하는 것은 알겠는데, 도마 종류가 워낙 다양해서 어떤 도마를 사용해야 하나요?  TPU 도마를 많이 사용하는 거 같은데, 나무 도마가 가장 안전한거 아닌가요?"
앤드그레인도마 가격만큼 값어치 하나요?도마를 알아보고 있는데 나무도마 중에서 앤드그레인도마가 눈에 들어왔습니다. 디자인이 정말 너무 예쁘네요. 나무 도마라고 하기에는 아까울정도로 말이죠. 그런데 이 비싼 앤드그레인도마 정말 비싼 가격하나요? 도마가 이렇게 비싼게 맞나 싶기도 하고.. 구매할까 말까 고민중인데 어떻게 하면 좋을까요?
엔드그레인도마 고르고 있어요!최근에 방송 같은거 보면서 요리하는데 심취해있습니다! 원래 요리하는거 좋아했는데 티비에서 쉐프들 나와서 요리하고 경쟁도하는거 보면서 멋있게 느껴지더라구요 그래서 다시 취미로 요리하고 있어요! 원래 뭐하나 꽂히면 장비부터 사는데 최근엔 엔드그레인도마에 꽂혀서 엄청 고민중에 있습니다  요즘 티비나오시는 쉐프들 보면 엔드그레인도마 하나씩은 전부 가지고 계시더라구요 엔드그레인 도마가 멋있기도하고 좋기도 하다해서 구매해보고 싶은데 어떤걸로 구매해야하는지 궁금하네요!  엔드그레인도마 쓰고계신분 계시면 알려주세요~~
앤드그레인도마 선물!어렸을때부터 같이 요리하던 친구가 식당을 오픈 한다고해서 선물로 큰 맘 먹고 앤드그레인도마를 사주려고 합니다 티비에 나오는 쉐프들도 전부 앤드그레인도마를 사용하더라구요 친구가 지나가는말로 도마 바꿔볼까 했었는데 타이밍도 맞아서 선물로 해주려고 합니다  저도 사실 요리는 오래했지만 앤드그레인도마는 써보지 않아서 어떤 게 좋을지 고민 중입니다  오픈하는 가게에 맞게 근사한 앤드그레인도마 어디 제품이 괜찮은지 알려주시면 감사하겠습니다
한식조리기능사 실기시험 도마한식자격증 실기시험 볼 때 이렇게 당근이랑 생선 그려진 도마 써도 될까요?
파판14 도마 부흥도마 부흥 4단계 막 달성했는데 몇 번 더해야 5단계인가요?
오늘 물건 정리 하다가 도마 있는줄...오늘 물건 정리 하다가 도마 있는줄 모르고 김치통을 내렸는데 도마가 떨어져서 눈썹 바로 위에 이마에 혹이 생겨서 약 바르고 냉찜질 했는데 조금 괜찮아지더니 눈 위에가 부었어요 가만히 있을때 통증 없고 눈이 안보이거나 그러진 않아요 병원 가야 할까요? 아니면 2~3일 지켜봐야 할까요 ㅠㅠ
집들이 선물로 에피큐리언 도마 어떤가...집들이 선물로 에피큐리언 도마 어떤가
도마추천 엔드그레인으로 부탁드려요도마 바꿀때가 되서 새로 장만하려고하는데 엔드그레인 도마로 사려고요!  도마추천좀 부탁드려요! 칼질을 많이 하는 주방에 있다보니 오래 튼튼하게 쓸수 있고 오픈주방이라 고급스런 엔드그레인도마로 하려고하는데 가격인 좀 나가다보니 도마추천해주시면 도움이 될것 같아요  쓰시고 계신 도마추천이나 괜찮은도마 추천해주심 좋겠어요!!!
나무 도마 물빠짐나무 도마가 처음 이라 사진 원목인데 물 빠짐 괜찮나요? 닦아도 계속 물빠짐이 있더라구요 인체에 무해 한가요? 물빠짐이 조금 심한거 같아요 물티슈로 쓱하면 그대로 색이 묻어요 인체에 무해 한거 겠죠?
집들이 선물용으로 고급원목도마 추천좀 해주세요집들이 가는데 선물하려고 고급원목도마를 알아보고 있는데 어떤 도마가 좋을지 모르겠어요 선물용 고급원목도마 추천좀 해주세요
냉장고를 부탁해2 도마 알고싶어요어디서 구할 수 있을까요? 냉장고를 부탁해2 도마 정보 아시는분  답변 부탁드립니다
나무 도마에 검은 곰팡이 제거어떻게하...나무 도마에 검은 곰팡이 제거어떻게하나요
다이소 소나무도마 쓰고있어요~...다이소 소나무도마 쓰고있어요~ 구매한지 일주일도 안됬어요 근데 오늘 보니 벌써 휘었더라고요 나무도마는 어떻게 보관하며 쓰나요? 사용후 씻어서 도마거치대 사용중이에요 빠른답변 부탁 드립니다
가정용 스텐도마 어떤거?많은 분들이 사용중인 가정용 스텐도마 구입하고 싶어요 검색해보니 종류가 너무 다양해서 어떤 제품인지 모르겠네요  저번에 지인집에 초대 받아서 갔을때 봤는데  어디 제품인지 물어보지를 못했거든요  입문자가 사용할만한 가정용 스텐도마 추천 부탁드립니다
도마 나무 어떤 종류가 가장 좋은가요?1.애쉬&탄화애쉬(물푸레나무) 2.오크(참나무) 3.월넛(호두나무) 4.캄포나무  이번에 원데이클래스 도마 만들기를 하는데 부모님께 도마 선물을 하려고해요. 이 중 가장 내구성이 좋은 나무와 단가가 높은나무는 무엇인가요?
나무도마 처음에 씻는법이마트 트레더스에서 나무 도마를 두꺼운거 샀는데 두번이나 뜨거운물에세제까지해서 빡빡 씻었는데요 ㅠㅠ 말리면서 물 떨어진거보면 노란물이 아직도 나와요ㅠ 처음에 씻을때 엄청 노랬는데 지금은 두번 씩어서 좀 연해진거같은데 그 약간 시큼 ? 마지막 나무도마 공정 마무리할때 무슨 약품발라서 마무리하나요? 빨리 음식 썰어서 먹고싶은데 물에 뭍으면 연한 노란물이 아직도 나와서.. 약간 그 향도 약품냄새가 좀 아직 나구요 어떻게 하나요??
트리쳐 도마의 가격대는 주로 어느 정도인가요?트리쳐 도마에 대해 아래 내용이 궁금해요.  1. 트리쳐 도마의 가격대는 주로 어느 정도인가요? 2. 트리쳐 도마의 크기는 몇 가지 종류가 있나요? 3. 트리쳐 도마의 색상은 어떤 종류가 있나요?
도마 추천 해주세요관리도 쉽고 이왕이면 인테리어적으로도 괜찮은 도마 추천해주세요!
중국에서 도마칼세트를 수입하는데 필요한 허가증안녕하세요  중국에서 도마칼세트를 수입해서 판매를 할려고하는데 수입과정에서 필요한 허가증이랑 교육이 있다는데 어떤거일까요? 위생용품 허가 인가요? 그리고 교육이 있다는데 어떤교육일까요? 그리고 위 모든걸 진행하는데 가격이 어떻게 될까요?
나무 도마 추천
나무도마 주방세제로 세척나무 도마를 주방 세제로 세척하면 안되나요?전에 나무 숟가락이나 젓가락을 주방세제로 세척하면 안된다고 본 것 같아서요. 전문가님들의 올바른 지식 부탁 드립니다!
나무도마 오일나무도마에 오일을 바르고 3일동안 건조하라는데 3일 이후에는 바로 사용 할 수 있나요? 아니면 3일후에 도마를 씻어내고 사용해야하나요?
나무도마 추천나무도마 사고싶은데 어떤걸 사야될지 몰라서 추천받아요. 좋은거로 추천이요.
나무도마를 스팀다리미로 살균?핸디형 스팀다리미로 나무도마에 스팀을 주면 살균 효과가 있나요? 다리미로 가끔 문질러주라는 글을 봤는데 스팀다리미로 괜찮을지요 가능하다면 스팀 후 몇시간 말려야하나요?
나무도마 추천
나무 도마추천 좀
나무도마 추천
월넛도마는 칼도마로 쓰기 좀 안좋나요?이제 재료 주문해서 도마로 만들려고 하는데  칼도마로쓰면 금방 상해보인다고해서  플레이팅도마로 써야할까요?  아니면 그냥 칼도마로 써도 무방한가요? ㅠㅠ
도마 추천 해주세요주방에서 위생적으로 사용할 수 있는 도마 추천 해주세요 원룸에서 요리할때 사용할꺼에요
냉장고를 부탁해 도마 찾습니다이번에 도마 바꾸려고 했었는데  어떤거 살까 했는데 냉장고를 부탁해 도마 보니 마음에 들더라구요 어디서 구할 수 있나요?
도마로 쓰는 나무는 어떤나무가 묵직하...도마로 쓰는 나무는 어떤나무가 묵직하고 좋을까요?
"나무도마 강도, 단단한 것나무 도마 종류가 많은데 올리브나무 도마랑 호두나무 도마중에 어떤 것이 더 단단한가요? 제가 지금 캄포나무 도마 사용중인데 생각보다 좀 단단한 느낌이 없어서 바꾸려고요! 쇼핌몰 추천 말고 그냥 어떤 게 더 단단한지만 알려주세요~"
유리도마는 어떤가요?나무도마를 쓰니까 검정 곰팡이가 핍니다 소금 두 댓박과 소다 식초를 풀어 물을 적게 해서 담가놨는데도 별 반응이 없네요  알아보니 프라스틱도마도 김치국물이 베고 곰팡이 핀다고 하고...  강화유리도마를 쓰려고 쇼핑몰 뒤져보고 있습니다  문제는 유리도마의 경우 칼날에 의해 미세 유리가루가 발생하지 않을까요?  어떤 것이 좋을런지요?  가급적 나무도마를 선호하는 편이긴 합니다만...
"나무 도마 플레이팅 파는곳인터넷 자료 주지마세요 ㅠ 그건 저도 찾을줄 알아용  나무 도마 플레이팅 이나 대리석 등등 도마 종류, 사각 그릇 종류로 실물로 다양하게 보고싶어서 그런데  1. 서울에 동대문이나 그런곳에는 파는곳이 있을까요? (있다면 대략 위치 동대문 ㅇㅇㅇ a동 몇층 ) 이런식 2. 만약 없다면 서울 중구나 뚝섬등등 어디에 있을까요?  3.플레이팅 도구 파는 가게도 가르쳐주세용 실물 영접위해.. 4. 나무 플레이팅 도마는 관리를 어떻게 해야하나요? 5. 플레이팅 도마 영업용도 비싸게 쓰나요?  플레이팅 쌉고수님들 부탁드립니다."
에피큐리언 도마 사용해보려고 하는데요집에 시장에서 구매한 나무도마 사용인데  잘못샀는지 곰팡이가 미세하게 바로 생기더라구요  햇빛에 말리면서 돌아가면서 사용해야 할듯한데 그래서 에피큐리언 도마 구입 예정인되 괜찮은가요 ?
나무도마 벌어짐나무도마 벌어졌는데 식기세척기 돌려도 되나요? 벌어진거 계속 써두 되나요?  나무도마 관리법이나 식기세척기 얼마나 돌리는게 적당한지 알려주세용 ~~
"아이 있는 집에서 쓸건데 tpu도마 안전할까요?그동안은 도마를 다이소에서 대충 사서 썼는데   아이생기니까 불안해서 하나 장만하려는데..  tpu도마가 칼자국도 안남고 좋다고 추천하는 글을 봤어요  근데 광고가 너무 많아서 믿을수가 있어야죠..-_-  tpu도마가 사용자가 쓰기에,  음식 조리하기에 확실히 안전한지 알려주세요!!!!!!"
도마는 플라스틱이 좋나요? 나무가 좋나요?
"도마 나무 추천제가 부모님 부탁으로 지인분께 도마를 만들어서 선물할려고 합니다. 물고기 모양에 꼬리에 앞,뒤로 한문,영문 이름을 쓸려고 하고요. 받는분은 40대 초반 이십니다. 어떤 나무로 도마를 만들어 선물하는게 좋을지 추천 부탁드립니다.  그리고 도마 크기를 아래 사진 정도 크기 둘중 선택 할려는데 월넛 목재로 하면 각각 목재 가격이 어느정도 들까요?  제작비용은 제가 직접 만들거라 괜찮습니다"
원목도마를 샀는데 닦으면 갈색이 자꾸 묻어나와요계속 씻으면 안 묻어나오려나요 아니면 도마가 잘못된거인가요 아니면 기름칠을 해줘야되나요
세라믹 포세린 도마...세라믹 포세린 도마라고 하는데 소재가 세라믹인지 포세린인지 중요하지는 않은데 어떤 소재이건 통으로된 제품이 맞을까요? 윗면하고 옆면이 다른데 통으로 된 제품도 이렇게 생길수가 있는건가요? 윗면만 얇게 코팅되듯 만들어진건지 뚫어보면 속까지 같은 소재로 이루어져 있는지 사진만 보고 판단할 수 있을까요? 전문가분들 답변 부탁드립니다 감사합니다
나무도마 곰팡이인가요?도마를 선물받앗어요 오일만 발라주고 쓰면 된다기에 가져와서 도마오일 구입해서 발랏는데 오일바르니까 곰팡이처럼 막 올라왓는데 1.이거 곰팡이가 맞는건가요? 사포로 밀어봐도 오일을 발라서 그런지 사라지지가 않아요ㅠㅠ 2.해결방법 좀 알려주세요
나무도마 추천 해주세요요리에 재미를 붙여서 새로 하나 장만하려고 하는데요 위생적으로 관리하기 좋은 나무도마 추천 부탁드려요 관리법도 알려주세요.
수제나무도마 추천좀 해주세요.도마중에서 나무도마를 알아보고 있는데 수제로 만든 나무도마를 구매하고 싶어요. 잠깐 알아보니 집성? 도마는 좋지 않다고 꼭 원목 도마를 구매하는게 좋다고 하더라구요. 수제나무도마 어떤 것이 좋나요?  정말 진심으로 추천좀 부탁드립니다. 내공 드릴게요
"벌레, 도마 꿈 (도마뱀 꿈X)평소 꿈을 정말 자주 꾸는 편인데 이사하고 난 뒤로 요즘은 생전 안 꾸던 꿈을 자주 꿔요  - 꿈 내용 - 작은 방에 옷 무더기가 있었는데 속에 벌레 2마리가 있다고 해서 죽임, 남자친구가 '우리 도마 사야되는데? 샀어?' 이래서 '아! 맞다! 사야되는데'  꿈에서 '도마' 가 나타내는 게 무엇인지 벌레 두마리가 굉장히 징그러웠는데 무엇을 뜻하는지  총 꿈 풀이도 궁금해요"
도마 추천
"스테인리스 도마 어떤가요? 좋은가요?나무 도마, 위생도마 다 써봤는데,  요새 홈쇼핑 이런데서 스테인리스 도마를 한참 광고를 하더군요.  스텐이라서 김치물은 안들고, 나무처럼 곰팡이는 안필것 같은데,  스텐 도마 위에서 칼질을 해도 식칼 날이 멀쩡할까요?  다른 재질의 도마에 비해서 칼날이 쉽게 나갈 것 같은데 말이죠.   실제로 사용해보신 분들.. 써보시니 어떠신가요? "
플라스틱도마에 김치를 썰었어요~플라스틱도마에 김치를 썰었는데..잘안씻어지네요..  어떻게 해야되죠??  급합니다.~~!! 내공요~
스텐레스 도마 써도 되나요?도마 새로 사려고 보니까 요즘 스텐레스 재질이 많이 나오는거 같은데... 원래 나무 도마 쓰거든요. 칼도 금속인데 금속인 스텐레스에 놓고 칼질 해도 칼날이 나가거나 그런거 없나요?
냉부2 도마 어디서 살수있어요?요즘 요리에 재미가 붙어서  조리도구 하나씩 구하고 있는데 냉부2 도마 찾고있는데 구하기 힘드네요  아시는분 좌표 부탁드립니다
"나무 도마 곰팡이인터넷으로 엔드그레이 나무 도마를 구매했습니다. 물은 전혀 묻지 않은 상태이고, 사포질과 오일(식용 오일X/미네랄 오일)만 발랐습니다. 처음엔 잘 몰랐는데 오일작업까지 마치니까 눈에 보이는데 혹시 곰팡이인가요? 향은 많이 나진 않고 갈라짐같은 현상은 없습니다"
나무로 된 도마를 샀는데요도마를 사용하고 씻어 놓았는데 붉은색 물이 연하게 나오네요 사진 첨부했는데 무슨 나무인지 계속써도 되는지 궁금합니다
실리콘 도마 뜨거운 냄비도마 위에 뜨거운 냄비를 잠시 올렸더니 저렇게 됐는데 원상복귀할 수 없을까요ㅠㅠ
"아크릴/유리 도마 쓰시는 님들, 단점...아크릴/유리 도마 쓰시는 님들, 단점 많이 있나요?"
나무도마가 갈라지는데 어떻게하나요?
도마 만들기안녕하세요 취미로 도마를 만드려는데 느티나무랑 박달나무 원목이 있어서 활용하려는데 좀 어두운 계열로 하고 싶어서요  가스토치같은걸로 구워서 만들어도 될까요?  아무래도 표면에 검은 그을림이 묻어 나올거 같은데 어떻게 해야 그런게 안나오고 이쁘게 만들수 있을까요?
tpu 도마 알려주셔요위 아래 다 칼자국 안나는 tpu도마인데 가격이 다른건? 비싼게 싼거보다 더 기능적으로 나아지거나 한것이 아닌 스탠드형 세워둘수 있는 케이스를 줘서 비싼거죠? 도마의 기능면에서는 둘다 같은거죠?
플리스틱 도마가 미끄러워지는 이유는 뭔가요?보통의 일반 플라스틱 도마를 사용 중인데 오래쓰다보니 설거지를 하여도 미끄러움이 남아있는데 왜 그런지 이유을 알고싶습니다. 그리고 세척 방법이 따로 있을까요?
이유식도마로 실리콘도마 어떤게좋을까요우리아기가 이제 이유식을 시작하는데요. 우리가 쓰던 도마로 같이 쓰면 식중독이나 세균때문에 걱정이라 이유식전용 도마를 따로 구입하려는데 실리콘도마로 결정했는데 어떤게 좋을까요?
원목도마 추천해주세요.어머니 생신 선물로 뭘 해드릴까?하다가 원목도마 갖고싶다고 전부터 말씀하셔서 사드리려고하는데 어떤 원목도마가 좋나요? 추천부탁드려요.
도마에 오일꼭발라야하나요?1. 도마에 오일안바르면 안되나요?? 쓰던 도마가아니고 직접 나무자르고 사포질해서만든 도마는 꼭 오일발라야할까요? 2. 포도씨유 발라도되나요? 안된다는분들계셔서... 3. 도마만들고 바로 오일 안바르고 1~2시간 뒤에 발라도될까요?
집에서 양파손질한 칼도마 강아지집에서 양파나 대파로 요리할때 칼이랑 도마를 쓰잖아요 근데 강아지한테 요리 해주고 싶을때나 그럴때 칼이랑 도마써서 해주는데 양파나 대파를 썰었던거니까 아무리 여러번 닦아도 강아지한테 안좋을까봐 겁나더라고요  그리고 할때마다 여러번 닦는것도 힘들고.. 그래서 칼이랑 도마 하나더 구입해서 강아지 요리할때만 쓰는용으로 할건데 원래 견주분들도 이렇게 하시는지 궁금해요 다른 팁이 있으면 좀 알러주세요ㅠㅜ
도마안중근의사 누구에요?
파리올림픽 도마 결선안녕하세요 파리올림픽에 여서정 선수가 도마 결선 진출했다고 알고 있는데 도마 결선 경기는 언제하나요?
고양이 양파썬 도마핥음고양이가 양파썰고난 도마를 핥았어요ㅠ 괜찮을까요 먹지는 않고 핥기만 했습니다
도마에 오일바르고 마르면 한 번 세척...도마에 오일바르고 마르면 한 번 세척 후 사용해야하나요? 도마에 오일을 바르는 작업을 몇번 했어요 사용 할 때는 세척해서 해야하나요?
이 도마 재질이 뭔가요...이 도마 재질이 뭔가요
불닭볶음면이 도마에 착색됐어요 도와주세요친구들이랑 몰래 불닭쌈을 해먹얶는데요 도마에 빨간색이 착색됐어요ㅠㅠㅠㅠㅠ 어떠케요ㅠㅜㅜ엄마한테 걸리면 큰일나는데요ㅠㅠㅠ. 없애눈 방법 알려주세요
마호가니 도마 반품마호가니 도마입니다  검정색  이 정도면 반품 가능한가요?
전자렌지에 살균이 가능한 도마가 있나요?얼핏 듣기에 전자렌지로 살균이 가능한 도마가 있다고 하던데요.. 전자렌지로 살균이 가능하다면 세척한 다음에 바로 전자렌지에 넣고 돌리면 되는건지.. 그리고 어떤 재질로 만들었길래 전자렌지에 돌려도 되는것인지 궁금하네요~  
